CommunityID,Density,ClusteringCoeff,Conductance,FlakeODF,FOMD,TPR,CutRatio,Cohesiveness,Separability
235,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
236,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
237,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
238,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
239,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
240,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
241,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
242,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
243,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
244,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
245,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
246,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
247,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
248,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
249,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
250,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
251,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
252,0.66666667,0.0,0.0,0.0,0.33333333,0.0,0.0,0.5,2.0
253,1.0,1.0,0.25,0.0,1.0,1.0,0.00026688,1.0,1.5
254,0.47619048,0.28571429,0.13043478,0.0,1.0,0.57142857,0.00017184,0.33333333,3.33333333
255,0.80952381,0.75,0.05555556,0.0,1.0,1.0,0.00011456,0.66666667,8.5
256,0.66666667,0.6,0.2,0.0,0.75,0.75,0.00020024,0.33333333,2.0
257,1.0,1.0,0.07692308,0.0,1.0,1.0,0.00010012,1.0,6.0
258,1.0,1.0,0.07692308,0.0,1.0,1.0,0.00010012,1.0,6.0
259,1.0,1.0,0.07692308,0.0,1.0,1.0,0.00010012,1.0,6.0
260,0.66666667,0.6,0.11111111,0.0,0.75,0.75,0.00010012,0.33333333,4.0
261,0.7,0.64285714,0.06666667,0.0,1.0,1.0,8.013e-05,0.5,7.0
262,0.7,0.6,0.0,0.0,1.0,1.0,0.0,0.5,7.0
263,0.22222222,0.23076923,0.16666667,0.1,0.7,0.3,0.00016058,0.11111111,2.5
264,0.4,0.0,0.42857143,0.16666667,0.83333333,0.0,0.0006012,0.2,0.66666667
265,1.0,1.0,0.25,0.0,1.0,1.0,0.00026688,1.0,1.5
266,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
267,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
268,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
269,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
270,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
271,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
272,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
273,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
274,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
275,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
276,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
277,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
278,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
279,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.33333333,3.0
280,0.5,0.42857143,0.16666667,0.0,0.6,0.6,0.00016026,0.25,2.5
281,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.25,4.0
282,0.8,0.78947368,0.0,0.0,1.0,1.0,0.0,0.5,8.0
283,0.66666667,0.61363636,0.0,0.0,1.0,1.0,0.0,0.5,14.0
284,0.80952381,0.81428571,0.0,0.0,1.0,1.0,0.0,0.5,17.0
285,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
286,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
287,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
288,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
289,0.83333333,0.75,0.0,0.0,1.0,1.0,0.0,0.66666667,5.0
290,0.22222222,0.12,0.0,0.0,0.5,0.3,0.0,0.11111111,10.0
291,0.9,0.875,0.0,0.0,1.0,1.0,0.0,0.75,9.0
292,1.0,1.0,0.8125,0.33333333,1.0,1.0,0.00346944,1.0,0.11538462
293,0.83333333,0.75,0.70588235,0.25,1.0,1.0,0.00240288,0.66666667,0.20833333
294,0.83333333,0.75,0.71428571,0.25,1.0,1.0,0.002503,0.66666667,0.2
295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
301,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
306,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
307,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0
308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
310,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
311,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
321,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
330,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
332,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
